processo_id;acao;autor;reu
P-05311;Execução de alimentos;Oficina Mecânica do Zé;Carlos Souza
P-05312;Inventário e partilha;TechBrasil S.A.;Ricardo Almeida
P-05313;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05314;Execução Cível;Ana Paula Lima;Oficina Mecânica do Zé
P-05315;Trabalhista;Construtora Nova Era Ltda.;AgroVale Ltda.
P-05316;Busca e apreensão;Estado de Santa Aurora;Ricardo Almeida
P-05317;Execução Cível;João da Silva;Juliana Rocha
P-05318;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-05319;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-05320;Extinção de condomínio;GlobalTech Corp.;Estado de Santa Aurora
P-05321;Execução Fiscal;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05322;Execução Fiscal;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-05323;Execução Fiscal;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-05324;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-05325;Execução Fiscal;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05326;Execução de título extrajudicial;Juliana Rocha;Fernanda Costa
P-05327;Inventário e partilha;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-05328;Extinção de condomínio;Juliana Rocha;Pedro Henrique Santos
P-05329;Execução Cível;Oficina Mecânica do Zé;João da Silva
P-05330;Execução Cível;Maria Oliveira;Estado de Santa Aurora
P-05331;Ações hipotecárias;Pedro Henrique Santos;Pedro Henrique Santos
P-05332;Execução Cível;GlobalTech Corp.;Construtora Nova Era Ltda.
P-05333;Execução Fiscal;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-05334;Execução Fiscal;Secretaria de Saúde de Santa Clara;João da Silva
P-05335;Inventário e partilha;Oficina Mecânica do Zé;GlobalTech Corp.
P-05336;Execução de alimentos;Pedro Henrique Santos;GlobalTech Corp.
P-05337;Execução de título extrajudicial;Oficina Mecânica do Zé;João da Silva
P-05338;Execução de alimentos;Carlos Souza;Estado de Santa Aurora
P-05339;Execução de alimentos;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-05340;Busca e apreensão;Fernanda Costa;João da Silva
P-05341;Busca e apreensão;Construtora Nova Era Ltda.;Estado de Santa Aurora
P-05342;Execução Cível;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05343;Trabalhista;AgroVale Ltda.;GlobalTech Corp.
P-05344;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-05345;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05346;Ações hipotecárias;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-05347;Execução Fiscal;Estado de Santa Aurora;TechBrasil S.A.
P-05348;Trabalhista;GlobalTech Corp.;GlobalTech Corp.
P-05349;Busca e apreensão;Pedro Henrique Santos;Carlos Souza
P-05350;Execução Cível;Pedro Henrique Santos;Ana Paula Lima
P-05351;Extinção de condomínio;Oficina Mecânica do Zé;Prefeitura Municipal de Nova Esperança
P-05352;Execução Fiscal;Instituto Nacional de Energia Renovável;João da Silva
P-05353;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-05354;Trabalhista;Construtora Nova Era Ltda.;Estado de Santa Aurora
P-05355;Trabalhista;Maria Oliveira;Fernanda Costa
P-05356;Execução de alimentos;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-05357;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-05358;Inventário e partilha;Ana Paula Lima;Oficina Mecânica do Zé
P-05359;Execução de alimentos;Fernanda Costa;Estado de Santa Aurora
P-05360;Execução de título extrajudicial;Ana Paula Lima;AgroVale Ltda.
P-05361;Execução de alimentos;GlobalTech Corp.;Ana Paula Lima
P-05362;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-05363;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-05364;Execução Cível;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-05365;Ações hipotecárias;AgroVale Ltda.;Instituto Nacional de Energia Renovável
P-05366;Execução de título extrajudicial;AgroVale Ltda.;Juliana Rocha
P-05367;Ações hipotecárias;Ricardo Almeida;AgroVale Ltda.
P-05368;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-05369;Execução de alimentos;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-05370;Execução de alimentos;Maria Oliveira;Instituto Nacional de Energia Renovável
P-05371;Execução de alimentos;Maria Oliveira;Pedro Henrique Santos
P-05372;Inventário e partilha;Ricardo Almeida;Carlos Souza
P-05373;Extinção de condomínio;Pedro Henrique Santos;AgroVale Ltda.
P-05374;Execução de alimentos;Maria Oliveira;Carlos Souza
P-05375;Execução de título extrajudicial;AgroVale Ltda.;Construtora Nova Era Ltda.
P-05376;Busca e apreensão;TechBrasil S.A.;Pedro Henrique Santos
P-05377;Execução Cível;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-05378;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05379;Busca e apreensão;Construtora Nova Era Ltda.;Fernanda Costa
P-05380;Inventário e partilha;Ricardo Almeida;AgroVale Ltda.
P-05381;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05382;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-05383;Ações hipotecárias;Construtora Nova Era Ltda.;Carlos Souza
P-05384;Execução de alimentos;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-05385;Trabalhista;Oficina Mecânica do Zé;GlobalTech Corp.
P-05386;Execução Fiscal;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05387;Trabalhista;Ricardo Almeida;Ana Paula Lima
P-05388;Ações hipotecárias;Pedro Henrique Santos;Fernanda Costa
P-05389;Ações hipotecárias;TechBrasil S.A.;Secretaria de Saúde de Santa Clara
P-05390;Execução Cível;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-05391;Execução de título extrajudicial;Ana Paula Lima;Instituto Nacional de Energia Renovável
P-05392;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Prefeitura Municipal de Nova Esperança
P-05393;Execução Fiscal;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-05394;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-05395;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-05396;Extinção de condomínio;AgroVale Ltda.;Ana Paula Lima
P-05397;Ações hipotecárias;Ricardo Almeida;Ana Paula Lima
P-05398;Inventário e partilha;João da Silva;Oficina Mecânica do Zé
P-05399;Trabalhista;GlobalTech Corp.;GlobalTech Corp.
P-05400;Execução de título extrajudicial;GlobalTech Corp.;TechBrasil S.A.
P-05401;Inventário e partilha;Oficina Mecânica do Zé;Pedro Henrique Santos
P-05402;Ações hipotecárias;Maria Oliveira;Pedro Henrique Santos
P-05403;Execução Fiscal;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-05404;Execução de título extrajudicial;Fernanda Costa;Construtora Nova Era Ltda.
P-05405;Falência e Recuperação Judicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-05406;Execução Fiscal;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05407;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-05408;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-05409;Execução Cível;Carlos Souza;Juliana Rocha
P-05410;Trabalhista;TechBrasil S.A.;Carlos Souza
P-05411;Ações hipotecárias;TechBrasil S.A.;Ana Paula Lima
P-05412;Execução de alimentos;Carlos Souza;AgroVale Ltda.
P-05413;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;João da Silva
P-05414;Extinção de condomínio;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-05415;Inventário e partilha;Pedro Henrique Santos;GlobalTech Corp.
P-05416;Busca e apreensão;Carlos Souza;Estado de Santa Aurora
P-05417;Inventário e partilha;TechBrasil S.A.;Instituto Nacional de Energia Renovável
P-05418;Execução Fiscal;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05419;Ações hipotecárias;Ana Paula Lima;TechBrasil S.A.
P-05420;Trabalhista;João da Silva;Oficina Mecânica do Zé
P-05421;Extinção de condomínio;Ana Paula Lima;Carlos Souza
P-05422;Execução de alimentos;Fernanda Costa;João da Silva
P-05423;Execução Cível;Ana Paula Lima;Juliana Rocha
P-05424;Execução Fiscal;Prefeitura Municipal de Nova Esperança;João da Silva
P-05425;Trabalhista;João da Silva;Ana Paula Lima
P-05426;Falência e Recuperação Judicial;Estado de Santa Aurora;Pedro Henrique Santos
P-05427;Execução Fiscal;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-05428;Inventário e partilha;GlobalTech Corp.;Estado de Santa Aurora
P-05429;Inventário e partilha;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-05430;Execução de alimentos;Carlos Souza;Ana Paula Lima
P-05431;Busca e apreensão;Estado de Santa Aurora;AgroVale Ltda.
P-05432;Ações hipotecárias;Maria Oliveira;Estado de Santa Aurora
P-05433;Trabalhista;Oficina Mecânica do Zé;João da Silva
P-05434;Execução de título extrajudicial;João da Silva;Prefeitura Municipal de Nova Esperança
P-05435;Ações hipotecárias;Oficina Mecânica do Zé;Ana Paula Lima
P-05436;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-05437;Execução Cível;Pedro Henrique Santos;Juliana Rocha
P-05438;Busca e apreensão;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-05439;Execução de alimentos;Maria Oliveira;Carlos Souza
P-05440;Execução Fiscal;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05441;Busca e apreensão;Carlos Souza;Secretaria de Saúde de Santa Clara
P-05442;Execução Fiscal;Estado de Santa Aurora;Juliana Rocha
P-05443;Busca e apreensão;Fernanda Costa;Estado de Santa Aurora
P-05444;Execução Fiscal;Estado de Santa Aurora;Juliana Rocha
P-05445;Execução Cível;Juliana Rocha;Instituto Nacional de Energia Renovável
P-05446;Extinção de condomínio;Fernanda Costa;Maria Oliveira
P-05447;Trabalhista;João da Silva;Estado de Santa Aurora
P-05448;Execução Cível;Construtora Nova Era Ltda.;Ana Paula Lima
P-05449;Inventário e partilha;Construtora Nova Era Ltda.;AgroVale Ltda.
P-05450;Falência e Recuperação Judicial;Estado de Santa Aurora;Fernanda Costa
P-05451;Inventário e partilha;AgroVale Ltda.;TechBrasil S.A.
P-05452;Ações hipotecárias;Maria Oliveira;Instituto Nacional de Energia Renovável
P-05453;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05454;Extinção de condomínio;Construtora Nova Era Ltda.;Pedro Henrique Santos
P-05455;Inventário e partilha;João da Silva;Maria Oliveira
P-05456;Busca e apreensão;Ricardo Almeida;Maria Oliveira
P-05457;Execução Cível;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-05458;Extinção de condomínio;Juliana Rocha;AgroVale Ltda.
P-05459;Busca e apreensão;TechBrasil S.A.;Ricardo Almeida
P-05460;Trabalhista;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-05461;Execução Fiscal;Estado de Santa Aurora;Ana Paula Lima
P-05462;Execução Cível;Fernanda Costa;Maria Oliveira
P-05463;Inventário e partilha;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-05464;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-05465;Ações hipotecárias;AgroVale Ltda.;GlobalTech Corp.
P-05466;Execução de alimentos;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05467;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-05468;Falência e Recuperação Judicial;Estado de Santa Aurora;AgroVale Ltda.
P-05469;Execução Cível;Ana Paula Lima;AgroVale Ltda.
P-05470;Execução de alimentos;GlobalTech Corp.;Construtora Nova Era Ltda.
P-05471;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-05472;Execução Fiscal;Instituto Nacional de Energia Renovável;Maria Oliveira
P-05473;Ações hipotecárias;Ana Paula Lima;GlobalTech Corp.
P-05474;Busca e apreensão;Ana Paula Lima;Construtora Nova Era Ltda.
P-05475;Execução Cível;Ana Paula Lima;Estado de Santa Aurora
P-05476;Execução de título extrajudicial;Juliana Rocha;João da Silva
P-05477;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-05478;Execução Cível;Ana Paula Lima;Fernanda Costa
P-05479;Extinção de condomínio;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-05480;Execução Cível;Carlos Souza;Instituto Nacional de Energia Renovável
P-05481;Extinção de condomínio;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05482;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-05483;Extinção de condomínio;Construtora Nova Era Ltda.;Juliana Rocha
P-05484;Busca e apreensão;Estado de Santa Aurora;João da Silva
P-05485;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05486;Ações hipotecárias;Fernanda Costa;Fernanda Costa
P-05487;Execução de alimentos;Carlos Souza;Maria Oliveira
P-05488;Inventário e partilha;Juliana Rocha;Carlos Souza
P-05489;Execução Fiscal;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05490;Execução Fiscal;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-05491;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;João da Silva
P-05492;Extinção de condomínio;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-05493;Execução Cível;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05494;Execução Fiscal;Estado de Santa Aurora;Ricardo Almeida
P-05495;Trabalhista;Estado de Santa Aurora;TechBrasil S.A.
P-05496;Busca e apreensão;Ana Paula Lima;TechBrasil S.A.
P-05497;Busca e apreensão;Secretaria de Saúde de Santa Clara;Fernanda Costa
P-05498;Ações hipotecárias;Construtora Nova Era Ltda.;TechBrasil S.A.
P-05499;Ações hipotecárias;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-05500;Execução de alimentos;Ricardo Almeida;João da Silva
P-05501;Trabalhista;Ricardo Almeida;Pedro Henrique Santos
P-05502;Extinção de condomínio;João da Silva;Construtora Nova Era Ltda.
P-05503;Extinção de condomínio;Juliana Rocha;Instituto Nacional de Energia Renovável
P-05504;Execução de título extrajudicial;Ana Paula Lima;Secretaria de Saúde de Santa Clara
P-05505;Trabalhista;Estado de Santa Aurora;João da Silva
P-05506;Inventário e partilha;João da Silva;Oficina Mecânica do Zé
P-05507;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-05508;Execução de alimentos;Carlos Souza;Maria Oliveira
P-05509;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;João da Silva
P-05510;Execução de alimentos;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-05511;Execução Cível;Pedro Henrique Santos;TechBrasil S.A.
P-05512;Execução de alimentos;Ricardo Almeida;Juliana Rocha
P-05513;Extinção de condomínio;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05514;Execução Fiscal;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05515;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-05516;Busca e apreensão;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-05517;Execução Fiscal;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05518;Execução de alimentos;Pedro Henrique Santos;TechBrasil S.A.
P-05519;Execução de alimentos;Fernanda Costa;Estado de Santa Aurora
P-05520;Execução Fiscal;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-05521;Extinção de condomínio;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-05522;Busca e apreensão;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-05523;Inventário e partilha;Carlos Souza;Prefeitura Municipal de Nova Esperança
P-05524;Execução de alimentos;Prefeitura Municipal de Nova Esperança;João da Silva
P-05525;Falência e Recuperação Judicial;Estado de Santa Aurora;Juliana Rocha
P-05526;Execução de título extrajudicial;Ana Paula Lima;TechBrasil S.A.
P-05527;Execução Cível;Construtora Nova Era Ltda.;Prefeitura Municipal de Nova Esperança
P-05528;Trabalhista;Construtora Nova Era Ltda.;Juliana Rocha
P-05529;Busca e apreensão;Fernanda Costa;Carlos Souza
P-05530;Execução Fiscal;Secretaria de Saúde de Santa Clara;João da Silva
P-05531;Busca e apreensão;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-05532;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-05533;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-05534;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05535;Extinção de condomínio;Ricardo Almeida;Juliana Rocha
P-05536;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-05537;Inventário e partilha;Juliana Rocha;Instituto Nacional de Energia Renovável
P-05538;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-05539;Execução Fiscal;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-05540;Execução Fiscal;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-05541;Inventário e partilha;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-05542;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-05543;Execução Fiscal;Estado de Santa Aurora;TechBrasil S.A.
P-05544;Inventário e partilha;Oficina Mecânica do Zé;Estado de Santa Aurora
P-05545;Ações hipotecárias;TechBrasil S.A.;Pedro Henrique Santos
P-05546;Execução Fiscal;Estado de Santa Aurora;João da Silva
P-05547;Busca e apreensão;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-05548;Extinção de condomínio;GlobalTech Corp.;Oficina Mecânica do Zé
P-05549;Execução de título extrajudicial;Oficina Mecânica do Zé;Fernanda Costa
P-05550;Inventário e partilha;Maria Oliveira;Carlos Souza
P-05551;Trabalhista;Oficina Mecânica do Zé;Estado de Santa Aurora
P-05552;Extinção de condomínio;Maria Oliveira;Oficina Mecânica do Zé
P-05553;Inventário e partilha;Secretaria de Saúde de Santa Clara;Carlos Souza
P-05554;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;João da Silva
P-05555;Inventário e partilha;Ana Paula Lima;Construtora Nova Era Ltda.
P-05556;Execução de alimentos;Ricardo Almeida;TechBrasil S.A.
P-05557;Inventário e partilha;TechBrasil S.A.;Maria Oliveira
P-05558;Trabalhista;GlobalTech Corp.;Carlos Souza
P-05559;Execução Cível;Maria Oliveira;Ana Paula Lima
P-05560;Busca e apreensão;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-05561;Inventário e partilha;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-05562;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Juliana Rocha
P-05563;Extinção de condomínio;Ricardo Almeida;João da Silva
P-05564;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05565;Ações hipotecárias;Ana Paula Lima;GlobalTech Corp.
P-05566;Execução de título extrajudicial;João da Silva;Maria Oliveira
P-05567;Falência e Recuperação Judicial;Estado de Santa Aurora;Carlos Souza
P-05568;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-05569;Execução de título extrajudicial;Estado de Santa Aurora;Carlos Souza
P-05570;Ações hipotecárias;AgroVale Ltda.;Ana Paula Lima
P-05571;Inventário e partilha;Pedro Henrique Santos;Oficina Mecânica do Zé
P-05572;Execução Cível;Ana Paula Lima;Oficina Mecânica do Zé
P-05573;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-05574;Falência e Recuperação Judicial;Estado de Santa Aurora;Carlos Souza
P-05575;Extinção de condomínio;GlobalTech Corp.;Juliana Rocha
P-05576;Trabalhista;Instituto Nacional de Energia Renovável;João da Silva
P-05577;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05578;Extinção de condomínio;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-05579;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;Fernanda Costa
P-05580;Execução Fiscal;Prefeitura Municipal de Nova Esperança;João da Silva
P-05581;Execução Cível;João da Silva;TechBrasil S.A.
P-05582;Execução de alimentos;Ricardo Almeida;Carlos Souza
P-05583;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-05584;Extinção de condomínio;Juliana Rocha;Juliana Rocha
P-05585;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-05586;Busca e apreensão;Estado de Santa Aurora;João da Silva
P-05587;Extinção de condomínio;Juliana Rocha;Estado de Santa Aurora
P-05588;Execução Cível;Ricardo Almeida;Secretaria de Saúde de Santa Clara
P-05589;Trabalhista;Fernanda Costa;Instituto Nacional de Energia Renovável
P-05590;Execução de alimentos;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-05591;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05592;Execução Cível;GlobalTech Corp.;GlobalTech Corp.
P-05593;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05594;Execução Cível;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05595;Execução de título extrajudicial;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05596;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-05597;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-05598;Trabalhista;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05599;Execução de alimentos;TechBrasil S.A.;GlobalTech Corp.
P-05600;Execução Cível;Ricardo Almeida;Estado de Santa Aurora
P-05601;Extinção de condomínio;Ricardo Almeida;João da Silva
P-05602;Falência e Recuperação Judicial;Estado de Santa Aurora;TechBrasil S.A.
P-05603;Ações hipotecárias;Pedro Henrique Santos;Instituto Nacional de Energia Renovável
P-05604;Execução de título extrajudicial;Ricardo Almeida;Secretaria de Saúde de Santa Clara
P-05605;Execução de título extrajudicial;Ricardo Almeida;Estado de Santa Aurora
P-05606;Execução de título extrajudicial;Ana Paula Lima;Pedro Henrique Santos
P-05607;Trabalhista;TechBrasil S.A.;Juliana Rocha
P-05608;Ações hipotecárias;Maria Oliveira;Pedro Henrique Santos
P-05609;Execução Cível;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05610;Ações hipotecárias;Ana Paula Lima;Pedro Henrique Santos
P-05611;Ações hipotecárias;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-05612;Execução de alimentos;João da Silva;GlobalTech Corp.
P-05613;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-05614;Extinção de condomínio;Ricardo Almeida;Ana Paula Lima
P-05615;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-05616;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-05617;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-05618;Inventário e partilha;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05619;Execução de título extrajudicial;Estado de Santa Aurora;Fernanda Costa
P-05620;Extinção de condomínio;João da Silva;Fernanda Costa
P-05621;Extinção de condomínio;Estado de Santa Aurora;Ricardo Almeida
P-05622;Inventário e partilha;GlobalTech Corp.;Secretaria de Saúde de Santa Clara
P-05623;Trabalhista;Maria Oliveira;Oficina Mecânica do Zé
P-05624;Execução Cível;Fernanda Costa;Fernanda Costa
P-05625;Extinção de condomínio;AgroVale Ltda.;TechBrasil S.A.
P-05626;Execução de alimentos;João da Silva;TechBrasil S.A.
P-05627;Execução Fiscal;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-05628;Inventário e partilha;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-05629;Trabalhista;GlobalTech Corp.;Estado de Santa Aurora
P-05630;Trabalhista;Maria Oliveira;Estado de Santa Aurora
P-05631;Execução Cível;Maria Oliveira;Ricardo Almeida
P-05632;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05633;Execução Cível;GlobalTech Corp.;Estado de Santa Aurora
P-05634;Execução de alimentos;Pedro Henrique Santos;Carlos Souza
P-05635;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05636;Falência e Recuperação Judicial;Estado de Santa Aurora;Ricardo Almeida
P-05637;Execução Fiscal;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05638;Ações hipotecárias;Ana Paula Lima;Ricardo Almeida
P-05639;Ações hipotecárias;Ana Paula Lima;Carlos Souza
P-05640;Extinção de condomínio;TechBrasil S.A.;Fernanda Costa
P-05641;Execução de alimentos;AgroVale Ltda.;Pedro Henrique Santos
P-05642;Execução Cível;Estado de Santa Aurora;AgroVale Ltda.
P-05643;Execução de alimentos;Pedro Henrique Santos;Instituto Nacional de Energia Renovável
P-05644;Inventário e partilha;Maria Oliveira;Instituto Nacional de Energia Renovável
P-05645;Inventário e partilha;Construtora Nova Era Ltda.;Estado de Santa Aurora
P-05646;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Maria Oliveira
P-05647;Trabalhista;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-05648;Extinção de condomínio;Construtora Nova Era Ltda.;Pedro Henrique Santos
P-05649;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Juliana Rocha
P-05650;Falência e Recuperação Judicial;Estado de Santa Aurora;João da Silva
P-05651;Busca e apreensão;TechBrasil S.A.;Instituto Nacional de Energia Renovável
P-05652;Extinção de condomínio;Fernanda Costa;Secretaria de Saúde de Santa Clara
P-05653;Execução Fiscal;Estado de Santa Aurora;Oficina Mecânica do Zé
P-05654;Execução Cível;Pedro Henrique Santos;Prefeitura Municipal de Nova Esperança
P-05655;Trabalhista;Ricardo Almeida;Prefeitura Municipal de Nova Esperança
P-05656;Execução Fiscal;Secretaria de Saúde de Santa Clara;João da Silva
P-05657;Trabalhista;Oficina Mecânica do Zé;TechBrasil S.A.
P-05658;Ações hipotecárias;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-05659;Inventário e partilha;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-05660;Extinção de condomínio;João da Silva;Carlos Souza
P-05661;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;AgroVale Ltda.
P-05662;Execução de alimentos;Juliana Rocha;Ana Paula Lima
P-05663;Extinção de condomínio;AgroVale Ltda.;Juliana Rocha
P-05664;Execução Cível;Maria Oliveira;Estado de Santa Aurora
